question,act,retrieved_act,section,similarity,answer_text,doc_id
"What licences, permits, or approvals are required under the Labour Relations Act?",Labour Relations Act,Labour Relations Act,2 – Interpretation,0.667415261,"In this Act, unless the context otherwise requires— ""authorised representative"" means— (a) the general secretary of a trade union; (b) an employer or the chief executive officer of an employer; (c) the secretary of a group of employers; (d) the chief executive or association secretary of an employers’ organisation; or (e) any person appointed in writing by an authorised representative to perform the functions of the authorised representative; ""award"" means an award made by the Employment and Labour Relations Court; ""Board"" means the National Labour Board; ""Cabinet Secretary"" means the Cabinet Secretary for the time being responsible for labour matters; ""collective agreement"" means a written agreement concerning any terms and conditions of employment made between a trade union and an employer, group of employers or organisation of employers; ""Committee of Inquiry"" means a Committee of Inq...",b03f157c667362a2f568331dce8bb8686c80bf6f6b4b6144713def46cbf61afe
What is the procedure for applying for approvals under the Labour Relations Act?,Labour Relations Act,Labour Relations Act,12 – That the secretary and treasurer of the trade union or employers’ organisation shall be persons sufficiently literate in the English or Swahili language to be able adequately to perform the duties of such office.,0.692682594,"SECOND SCHEDULE FORMS FORM A (s. 18(1)) THE LABOUR RELATIONS ACT APPLICATION FOR REGISTRATION OF TRADE UNION/EMPLOYERS' ORGANISATION/FEDERATION To: The Registrar of Trade Unions, Nairobi.",c01025c0a51ed924fde7c0720c8d003a67d35231550d3aa0741d88d86f0e1b18
What duties or obligations does the Labour Relations Act impose on regulated persons or entities?,Labour Relations Act,Labour Relations Act,2 – Interpretation,0.675474405,"In this Act, unless the context otherwise requires— ""authorised representative"" means— (a) the general secretary of a trade union; (b) an employer or the chief executive officer of an employer; (c) the secretary of a group of employers; (d) the chief executive or association secretary of an employers’ organisation; or (e) any person appointed in writing by an authorised representative to perform the functions of the authorised representative; ""award"" means an award made by the Employment and Labour Relations Court; ""Board"" means the National Labour Board; ""Cabinet Secretary"" means the Cabinet Secretary for the time being responsible for labour matters; ""collective agreement"" means a written agreement concerning any terms and conditions of employment made between a trade union and an employer, group of employers or organisation of employers; ""Committee of Inquiry"" means a Committee of Inq...",b03f157c667362a2f568331dce8bb8686c80bf6f6b4b6144713def46cbf61afe
What records must be kept to comply with the Labour Relations Act?,Labour Relations Act,Labour Relations Act,60 – Registration of collective agreement,0.674297214,"(1) Every collective agreement shall be submitted to the Employment and Labour Relations Court for registration within fourteen days of its conclusion. (2) The employer or employer’s organisation which is party to an agreement to be registered under this section shall submit the agreement to the Employment and Labour Relations Court for registration. (3) If an employer or employers’ organisation fails to submit the collective agreement to the Employment and Labour Relations Court as specified in subsection (1), the trade union may submit it. (4) The Employment and Labour Relations Court may request the parties to a collective agreement to supply further information or make oral or written representations to it for the purposes of this section. (5) The Employment and Labour Relations Court may register an agreement— (a) in the form it was submitted by the parties; or (b) with any amendmen...",eee1dd17739ca978965e3475373206c6b2afd4307e9f79822d5243331fff752d
"What fees, charges, or levies may be imposed under the Labour Relations Act?",Labour Relations Act,Labour Relations Act,39 – Application of funds,0.680338144,"Subject to its rules and the provisions of this Act, the funds of a trade union, employers’ organisation or federation may be used only for the following purposes— (a) the payment of salaries, allowances and expenses to its officials; (b) the payment of expenses for the administration of the trade union, employer’s organisation or federation including auditing of its accounts; (c) the prosecution or defence of any legal proceedings to which the trade union, employers’ organisation or federation or any member thereof is a party, when the prosecution or defence is undertaken for the purpose of securing or protecting its rights or the rights of any member in any matter concerning employment or the application of any employment law; (d) the conduct of trade disputes on its behalf or on behalf of any member thereof; (e) the compensation of members for loss arising out of trade disputes; (f) t...",15a1f58f3c95cf1b7f2cafb028c8da57fa1c5c1cbaad80df91658353580e3b34
What are the offences and penalties provided for under the Labour Relations Act?,Labour Relations Act,Labour Relations Act,82 – General penalty,0.748307705,"(1) The Employment and Labour Relations Court has jurisdiction in respect of any prosecution for an offence under this Act. (2) A trade union, employers’ organisation or federation which is convicted for an offence under this Act shall be liable to pay a fine not exceeding forty thousand shillings. (3) A person who commits an offence under this Act shall on conviction be liable to a fine not exceeding ten thousand shillings.",1119f5a91dc5fc7a8270773027eb3d6cd95026f686517ffb0fc82a52719a3baf
How are inspections and enforcement actions carried out under the Labour Relations Act?,Labour Relations Act,Labour Relations Act,47 – Misuse of money or property of a trade union,0.691664815,"(1) The Employment and Labour Relations Court may— (a) order any person who has in his possession or control any property of a trade union, employers’ organisation or federation in violation of its rules or who has unlawfully expended or withheld its moneys, to deliver that property or pay that money to its trustees; and (b) suspend any official who contravenes paragraph (a). (2) A complaint under this section shall be brought by— (a) the Registrar; or (b) a member of a trade union, employers’ organisation or federation at the time of bringing the complaint of the trade union or employers’ organisation concerned.",c37b5a31d2d9dda7e85f4de59b84d98b5620287ca6de670da5b3db832d659304
"What powers of entry, search, and seizure exist under the Labour Relations Act?",Labour Relations Act,Labour Relations Act,56 – Trade union access to employer’s premises,0.697147369,"(1) Without limiting the matters that may be dealt with in a recognition agreement, a recognition agreement shall provide for an employer to grant a trade union reasonable access to the employers premises for officials or authorised representatives of the trade union to pursue the lawful activities of the trade union, including but not limited to— (a) recruiting members for the trade union; (b) holding meetings with members of the trade union and other employees outside of working hours; (c) representing members of the trade unions in dealings with the employer; and (d) conducting ballots in accordance with the constitution of the trade union. (2) An employer may— (a) impose reasonable conditions as to the time and place of any rights granted in this section to avoid undue disruption of operations or in the interest of safety; and (b) require officials or trade union representatives requ...",21e30f3df7cb3a01bcadabba22560ce148ae3e9a4e6ceeeb985b4677fa56c21f
What are the appeal or review mechanisms available under the Labour Relations Act?,Labour Relations Act,Labour Relations Act,58 – Alternative dispute resolution,0.696773022,"(1) An employer, group of employers or employers’ organisation and a trade union may conclude a collective agreement providing for— (a) the conciliation of any category of trade disputes identified in the collective agreement by an independent and impartial conciliator appointed by agreement between the parties; and (b) the arbitration of any category of trade disputes identified in the collective agreement by an independent and impartial arbitrator appointed by the agreement between the parties. (2) A party that has referred a dispute to conciliation in terms of an agreement contemplated in subsection (1) is not required to refer it to the Cabinet Secretary for conciliation. (3) An award in an arbitration in terms of a collective agreement contemplated in subsection (1) is final and binding and— (a) is subject to appeal on points of law to any court; (b) may be set aside by the Employme...",86c2585a68927571424417ba78b9dc453d8c37d0ecd126269c2cc3379e396a34
What is the purpose and scope of the Land Act?,Land Act,Land Act,Preamble – Preamble,0.73660937,"﻿LAND ACT CAP. 280 An Act of Parliament to give effect to Article 68 of the Constitution, to revise, consolidate and rationalize land laws; to provide for the sustainable administration and management of land and land based resources, and for connected purposes",b3a4b5d64e70f6cf53ce893b1bb41009610c6f0f2ba331870c598819e3a4cfd8
Which authority is responsible for administering and enforcing the Land Act?,Land Act,Land Act,6 – Powers and functions of the Cabinet Secretary in land management,0.688832283,"The Cabinet Secretary shall, in relation to the management and administration of land— (a) develop policies on land, upon the recommendation of the Commission; (b) facilitate the implementation of land policy and reforms; (c) co-ordinate the management of the National Spatial Data Infrastructure; (d) co-ordinate the formulation of standards of service in the land sector; (e) regulate service providers and professionals, including physical planners, surveyors, valuers, estate agents, and other land related professionals, to ensure quality control; (f) monitor and evaluate land sector performance; (g) provide policy direction regarding all classes of land in consultation with the Commission where appropriate; (h) coordinate the development and implementation of a National Land Information System in collaboration with the Commission; and (i) administer and undertake all dealings including r...",f49535f284ec60e3fc116294610ed5789e36a285e212a4c194efeb546ca74a8b
What definitions in the Land Act are most critical for compliance?,Land Act,Land Act,2 – Interpretation,0.692743152,"by a specific location either on, above or below the earth’s surface; “geo-referenced boundaries” means reference to boundaries of a parcel of land to a specific or unique location on, above or below the earth surface as defined in the Survey Act (Cap. 299); “instrument” means a writing, including an enactment which creates or affects legal or equitable rights and liabilities and includes any covenant or condition expressed in an instrument or implied in a instrument under this Act or any other law relating to land and, except where otherwise provided includes, any variation of an instrument; “interest” means a right in or over a land; “joint tenancy” means a form of concurrent ownership of land where two or more persons each possess the land simultaneously and have undivided interest in the land under which upon the death of one owner it is transferred to the surviving owner or owners; ...",5d17f074a984d4ba5461b136e270e1aaa50edfbe44bc3ae7ab46bcfe01fa1075
"What licences, permits, or approvals are required under the Land Act?",Land Act,Land Act,12 – Allocation of public land,0.688334227,"the meaning assigned to it in the Act and interest in land shall include transfer, lease, licence, charge, exchange, partition or other disposal of or dealing with any controlled land. ""corporation"" means a body incorporated with or without a share capital under any written law in Kenya and the expression includes a limited liability partnership; (2) No transaction in controlled land, including a transfer for a consideration or by way of trusts, gift inter vivos or otherwise to an ineligible person, shall be dealt with without the prior written approval of the Cabinet Secretary. (3) In deciding whether to approve or not approve an application, the Cabinet Secretary shall seek the approval of the relevant authorities [Act No. 28 of 2016, s. 47.]",40a3d64d19ba6ac22ed385fab317e905ea45ea9aa488948e02a225cd1d749fac
What is the procedure for applying for approvals under the Land Act?,Land Act,Land Act,12 – Allocation of public land,0.676862895,"the meaning assigned to it in the Act and interest in land shall include transfer, lease, licence, charge, exchange, partition or other disposal of or dealing with any controlled land. ""corporation"" means a body incorporated with or without a share capital under any written law in Kenya and the expression includes a limited liability partnership; (2) No transaction in controlled land, including a transfer for a consideration or by way of trusts, gift inter vivos or otherwise to an ineligible person, shall be dealt with without the prior written approval of the Cabinet Secretary. (3) In deciding whether to approve or not approve an application, the Cabinet Secretary shall seek the approval of the relevant authorities [Act No. 28 of 2016, s. 47.]",40a3d64d19ba6ac22ed385fab317e905ea45ea9aa488948e02a225cd1d749fac
What duties or obligations does the Land Act impose on regulated persons or entities?,Land Act,Land Act,160 – General power to make regulations,0.680630058,"(1) The Commission or the Cabinet Secretary, where applicable, make regulations prescribing anything which may be prescribed under this Act and generally for the better carrying into effect of the purposes and provisions of this Act and without prejudice to the generality of the foregoing, such regulations may prescribe— (a) the forms to be used in connection with this Act; (b) the management of the Land Compensation Fund; (c) the use and management of public rights of way created under this Act; (d) procedures to be followed with respect to the making of any claim for compensation and the payment of any compensation under this Act; (e) the manner of assessing value of an interest in land; or (f) the minimum and maximum land holding acreages in respect of private land. (2) Without prejudice to the foregoing, the Commission shall have the powers to make regulations— (a) to secure the land...",59a4d16d6a90e09164c69ec79f153fac2dea682ecd05433be5a6da54660231f3
What records must be kept to comply with the Land Act?,Land Act,Land Act,5 – Forms of tenure,0.679462522,"(1) There shall be the following forms of land tenure— (a) freehold; (b) leasehold; (c) such forms of partial interest as may be defined under this Act and other law, including but not limited to easements; and (d) customary land rights, where consistent with the Constitution. (2) There shall be equal recognition and enforcement of land rights arising under all tenure systems and non-discrimination in ownership of, and access to land under all tenure systems. (3) Save as provided for in the Constitution, a registered proprietor shall not, for the purposes of obtaining planning permission, be obliged to surrender the freehold interest in exchange for leasehold. [Act No. 28 of 2016, s. 42.]",1b59f6dc61c66b4ce8c3f372a5bdfc8eff91bf2ba22b540d9d6f1e2a0df7ef15
"What fees, charges, or levies may be imposed under the Land Act?",Land Act,Land Act,154 – Fees,0.710582912,"(1) The Cabinet Secretary shall prescribe the rates of fees for all matters in respect of which, by this Act, prescribed fees are required to be paid by any person and shall keep such fees under continuous review. (2) Fees prescribed under this section shall be at a per centum rate of the value of the land the subject of the application or other matter in respect of which fees are required to be paid. (3) The Registrar shall refuse to make any entry on the register or register any document in respect of any grant of a land or any disposition of or arising in connection with a land in respect of which a fee has not been paid in whole or in part, unless the Registrar is satisfied on the basis of written evidence that the fee has been waived in whole or in part or that it has been agreed between the payer and payee that the fee may be paid in installments and there are no arrears in those i...",c894538f7de0cf64746774eaf3134eba3de2462b2aae397d80a731a3ad000b89
What are the offences and penalties provided for under the Land Act?,Land Act,Land Act,157 – Offences,0.718786567,"to inspect any land in the lawful exercise of the power in that behalf commits an offence and upon conviction is liable to a fine not exceeding five hundred thousand shillings or to a term of imprisonment not exceeding three years or to both the fine and imprisonment. (5) Any person who, being an authorized officer under this Act, whether generally or for a specific function, in the course of any official function or otherwise, unlawfully or with force enters on the land of any person or while on land, willfully commits any damage to the land or anything on the land, whether naturally on the land, or stock owned by any person using the land or crops planted or buildings erected on the land commits an offence and upon conviction is liable, to a fine not exceeding five hundred thousand shillings or to imprisonment not exceeding three months or to both the fine and imprisonment. (5A) Any pe...",d2f9cb0e420f35b4c01d2a02ddd57537cef09b3126f7db3d2a09d2e21c1cf0b6
How are inspections and enforcement actions carried out under the Land Act?,Land Act,Land Act,157 – Offences,0.67962116,"to inspect any land in the lawful exercise of the power in that behalf commits an offence and upon conviction is liable to a fine not exceeding five hundred thousand shillings or to a term of imprisonment not exceeding three years or to both the fine and imprisonment. (5) Any person who, being an authorized officer under this Act, whether generally or for a specific function, in the course of any official function or otherwise, unlawfully or with force enters on the land of any person or while on land, willfully commits any damage to the land or anything on the land, whether naturally on the land, or stock owned by any person using the land or crops planted or buildings erected on the land commits an offence and upon conviction is liable, to a fine not exceeding five hundred thousand shillings or to imprisonment not exceeding three months or to both the fine and imprisonment. (5A) Any pe...",d2f9cb0e420f35b4c01d2a02ddd57537cef09b3126f7db3d2a09d2e21c1cf0b6
"What powers of entry, search, and seizure exist under the Land Act?",Land Act,Land Act,5 – Forms of tenure,0.68418318,"(1) There shall be the following forms of land tenure— (a) freehold; (b) leasehold; (c) such forms of partial interest as may be defined under this Act and other law, including but not limited to easements; and (d) customary land rights, where consistent with the Constitution. (2) There shall be equal recognition and enforcement of land rights arising under all tenure systems and non-discrimination in ownership of, and access to land under all tenure systems. (3) Save as provided for in the Constitution, a registered proprietor shall not, for the purposes of obtaining planning permission, be obliged to surrender the freehold interest in exchange for leasehold. [Act No. 28 of 2016, s. 42.]",1b59f6dc61c66b4ce8c3f372a5bdfc8eff91bf2ba22b540d9d6f1e2a0df7ef15
What are the appeal or review mechanisms available under the Land Act?,Land Act,Land Act,Preamble – Preamble,0.663891792,"127, 128 and 148 (5), a matter relating to compulsory acquisition of land or creation of wayleaves, easements and public right of way shall, in the first instance, ebe referred to the Tribunal. (7) Subject to this Act, the Tribunal has power to confirm, vary or quash the decision of the Commission. (8) The Tribunal may, in matters relating to compulsory acquisition of land, hear and determine a complaint before it arising under Articles 23 (2) and 47 (3) of the Constitution, using the framework set out under the Fair Administrative Action Act or any other law. [Act No. 15 of 2019, s. 13.] 133D. Appeals (1) A party to an application to the Tribunal who is dissatisfied with the decision of the Tribunal may, in the prescribed time and manner, appeal to the court on any of the following grounds— (a) the decision of the Tribunal was contrary to law or to some usage having the force of law; (b...",6abe31f737fe3d04ba64ca03c590ae5c6f5aaf2797cfbe53b3eba9990779b906
What is the purpose and scope of the Law of Contract Act?,Law of Contract Act,Law of Contract Act,Preamble – Preamble,0.728242517,"﻿LAW OF CONTRACT ACT CAP. 23 An Act of Parliament to apply the English common law of contract to Kenya, with certain modifications",f4415030cc2c4e7bd0015f21cc6f763c5b664ae7f77ca4061bd5a3cf52940f88
Which authority is responsible for administering and enforcing the Law of Contract Act?,Law of Contract Act,Law of Contract Act,1 – Short title.,0.660204113,This Act may be cited as the Law of Contract Act.,92e0c1dce9b6a9f6a6f7e3e58c1857527fafe0550c7ea6ff069c92ee26dee953
What definitions in the Law of Contract Act are most critical for compliance?,Law of Contract Act,Law of Contract Act,1 – Short title.,0.673712134,This Act may be cited as the Law of Contract Act.,92e0c1dce9b6a9f6a6f7e3e58c1857527fafe0550c7ea6ff069c92ee26dee953
"What licences, permits, or approvals are required under the Law of Contract Act?",Law of Contract Act,Law of Contract Act,Preamble – Preamble,0.637883186,"﻿LAW OF CONTRACT ACT CAP. 23 An Act of Parliament to apply the English common law of contract to Kenya, with certain modifications",f4415030cc2c4e7bd0015f21cc6f763c5b664ae7f77ca4061bd5a3cf52940f88
What is the procedure for applying for approvals under the Law of Contract Act?,Law of Contract Act,Law of Contract Act,Preamble – Preamble,0.642065048,"﻿LAW OF CONTRACT ACT CAP. 23 An Act of Parliament to apply the English common law of contract to Kenya, with certain modifications",f4415030cc2c4e7bd0015f21cc6f763c5b664ae7f77ca4061bd5a3cf52940f88
What duties or obligations does the Law of Contract Act impose on regulated persons or entities?,Law of Contract Act,Law of Contract Act,1 – Short title.,0.658311069,This Act may be cited as the Law of Contract Act.,92e0c1dce9b6a9f6a6f7e3e58c1857527fafe0550c7ea6ff069c92ee26dee953
What records must be kept to comply with the Law of Contract Act?,Law of Contract Act,Law of Contract Act,2 – English law of contract to apply in Kenya.,0.640876532,"(1) Save as may be provided by any written law for the time being in force, the common law of England relating to contract, as modified by the doctrines of equity, by the Acts of Parliament of the United Kingdom applicable by virtue of subsection 2 of this section and by the Acts of Parliament of the United Kingdom specified in the Schedule to this Act, to the extent and subject to the modifications mentioned in the said Schedule, shall extend and apply to Kenya: Provided that no contract in writing shall be void or unenforceable by reason only that it is not under seal. (2) After the commencement, and subject to section 4, of this Act, the provisions of section 74 of the Kenya (Constitution) Order in Council, 1958, shall have effect, in relation to paragraph (2) of Article 4 of the Kenya Colony Order in Council, 1921, as if the Contract Act, 1872, of India had never been applied to Keny...",d8f299a92c7265880b6de785ec03f7b8df1059c055aac364d60770b538706652
"What fees, charges, or levies may be imposed under the Law of Contract Act?",Law of Contract Act,Law of Contract Act,Preamble – Preamble,0.665217191,"﻿LAW OF CONTRACT ACT CAP. 23 An Act of Parliament to apply the English common law of contract to Kenya, with certain modifications",f4415030cc2c4e7bd0015f21cc6f763c5b664ae7f77ca4061bd5a3cf52940f88
What are the offences and penalties provided for under the Law of Contract Act?,Law of Contract Act,Law of Contract Act,4 – Application of Indian Act.,0.670065522,"The Contract Act, 1872, of India (now repealed in its application to Kenya) shall, notwithstanding such repeal, continue to apply to any agreement made or contract entered into before the commencement of this Act. [Act No. 9 of 1872, Act No. 3 of 1987, s. 10.] SCHEDULE [s. 2] APPLICABLE LAWS OF THE UNITED KINGDOM The Law Reform (Married Women and Tortfeasors) Act, 1935 (25 and 26 Geo. 5, Paragraphs (b) and (c) of section 1 in so far as they relate to contract, debt or obligation (not being a debt or obligation arising out of the commission of a tort). The Law Reform (Frustrated Contracts) Act, 1943 (6 & 7 Geo. 6, c. 40) The whole Act: Provided that the reference in paragraph (c) of subsection (5) of section 2 to section seven of the Sale of Goods Act (Cap. 31) shall be construed as a reference to section 9 of the Sale of Goods Act (Cap. 31). Law of Contract Act (Cap. 23) Kenya 1 Law of C...",9363b6be29116aaaeee279f7ea6b67c71627a404560010ab6f534da8fe85f08f
How are inspections and enforcement actions carried out under the Law of Contract Act?,Law of Contract Act,Law of Contract Act,1 – Short title.,0.64019227,This Act may be cited as the Law of Contract Act.,92e0c1dce9b6a9f6a6f7e3e58c1857527fafe0550c7ea6ff069c92ee26dee953
"What powers of entry, search, and seizure exist under the Law of Contract Act?",Law of Contract Act,Law of Contract Act,3 – Certain contracts to be in writing.,0.655655265,"terms of a contract may be incorporated in a document either by being set out in it or by reference to some other document. (6) For the purposes of subsection (3)— ""advanced electronic signature"" has the same meaning as defined in the Kenya Information and Communications Act (Cap. 411A); ""disposition"" includes a transfer and a device, bequest or appointment of property contained in a will; ""interest in land"" means any estate in or charge over land, or any estate in or charge over the proceeds of sale of land; ""party"" includes any agent, auctioneer or advocate duly authorized in writing to act in the absence of the party who has given such authority; ""sign"", in relation to a contract, includes making one’s mark or writing one’s name or initial physically or by means of an advanced electronic signature on the instrument as an indication that one intends to bind himself to the contents of t...",74e559a6202f155e077e8d3ffefc6624d031056f71d3345e6222adb07b946eeb
What are the appeal or review mechanisms available under the Law of Contract Act?,Law of Contract Act,Law of Contract Act,2 – English law of contract to apply in Kenya.,0.604256421,"(1) Save as may be provided by any written law for the time being in force, the common law of England relating to contract, as modified by the doctrines of equity, by the Acts of Parliament of the United Kingdom applicable by virtue of subsection 2 of this section and by the Acts of Parliament of the United Kingdom specified in the Schedule to this Act, to the extent and subject to the modifications mentioned in the said Schedule, shall extend and apply to Kenya: Provided that no contract in writing shall be void or unenforceable by reason only that it is not under seal. (2) After the commencement, and subject to section 4, of this Act, the provisions of section 74 of the Kenya (Constitution) Order in Council, 1958, shall have effect, in relation to paragraph (2) of Article 4 of the Kenya Colony Order in Council, 1921, as if the Contract Act, 1872, of India had never been applied to Keny...",d8f299a92c7265880b6de785ec03f7b8df1059c055aac364d60770b538706652
What is the purpose and scope of the Law of Succession Act?,Law of Succession Act,Law of Succession Act,Preamble – Preamble,0.760259569,"﻿LAW OF SUCCESSION ACT CAP. 160 An ACT of Parliament to amend, define and consolidate the law relating to intestate and testamentary succession and the administration of estates of deceased persons; and for purposes connected therewith and incidental thereto",fa9658e1a2de5089be79185fe58da62f09bf116905f7514132d56c8330af1c97
Which authority is responsible for administering and enforcing the Law of Succession Act?,Law of Succession Act,Law of Succession Act,1 – Short title,0.705393076,This Act may be cited as the Law of Succession Act.,034748dbdf26c73852c2d13a7b3e40959abc2d8e6a3f91f48e39ee7b10ebf711
What definitions in the Law of Succession Act are most critical for compliance?,Law of Succession Act,Law of Succession Act,1 – Short title,0.717359304,This Act may be cited as the Law of Succession Act.,034748dbdf26c73852c2d13a7b3e40959abc2d8e6a3f91f48e39ee7b10ebf711
"What licences, permits, or approvals are required under the Law of Succession Act?",Law of Succession Act,Law of Succession Act,1 – Short title,0.652646214,This Act may be cited as the Law of Succession Act.,034748dbdf26c73852c2d13a7b3e40959abc2d8e6a3f91f48e39ee7b10ebf711
What is the procedure for applying for approvals under the Law of Succession Act?,Law of Succession Act,Law of Succession Act,71 – Confirmation of grants,0.673086703,"(1) After the expiration of a period of six months, or such shorter period as the court may direct under subsection (3), from the date of any grant of representation, the holder thereof shall apply to the court for confirmation of the grant in order to empower the distribution of any capital assets. (2) Subject to subsection (2A), the court to which application is made, or to which any dispute in respect thereof is referred, may- (a) if it is satisfied that the grant was rightly made to the applicant, and that he is administering, and will administer, the estate according to law, confirm the grant; or (b) if it is not so satisfied, issue to some other person or persons, in accordance with the provisions of sections 56 to 66 inclusive, a confirmed grant of letters of administration in respect of the estate, or so much thereof as may be unadministered; or (c) order the applicant to deliver...",6820018e91d65f420775d66e7b13cf53d86278c4601a3564867f31fd608e9ccc
What duties or obligations does the Law of Succession Act impose on regulated persons or entities?,Law of Succession Act,Law of Succession Act,4 – Law applicable to succession,0.697290897,"(1) Except as otherwise expressly provided in this Act or by any other written law— (a) succession to immovable property in Kenya of a deceased person shall be regulated by the law of Kenya, whatever the domicile of that person at the time of his death; (b) succession to the movable property of a deceased person shall be regulated by the law of the country of the domicile of that person at the time of his death. (2) A person who immediately before his death was ordinarily resident in Kenya shall, in the absence of proof of domicile elsewhere, be presumed to have been domiciled in Kenya at the date of death.",c14cdbb4d143f6d226c3d268de90afc4777d1f8063d988f82704eb0d3f69deb5
What records must be kept to comply with the Law of Succession Act?,Law of Succession Act,Law of Succession Act,1 – Short title,0.678525835,This Act may be cited as the Law of Succession Act.,034748dbdf26c73852c2d13a7b3e40959abc2d8e6a3f91f48e39ee7b10ebf711
"What fees, charges, or levies may be imposed under the Law of Succession Act?",Law of Succession Act,Law of Succession Act,1 – Short title,0.697800666,This Act may be cited as the Law of Succession Act.,034748dbdf26c73852c2d13a7b3e40959abc2d8e6a3f91f48e39ee7b10ebf711
What are the offences and penalties provided for under the Law of Succession Act?,Law of Succession Act,Law of Succession Act,1 – Short title,0.702982545,This Act may be cited as the Law of Succession Act.,034748dbdf26c73852c2d13a7b3e40959abc2d8e6a3f91f48e39ee7b10ebf711
How are inspections and enforcement actions carried out under the Law of Succession Act?,Law of Succession Act,Law of Succession Act,1 – Short title,0.665206611,This Act may be cited as the Law of Succession Act.,034748dbdf26c73852c2d13a7b3e40959abc2d8e6a3f91f48e39ee7b10ebf711
"What powers of entry, search, and seizure exist under the Law of Succession Act?",Law of Succession Act,Law of Succession Act,1 – Short title,0.671086341,This Act may be cited as the Law of Succession Act.,034748dbdf26c73852c2d13a7b3e40959abc2d8e6a3f91f48e39ee7b10ebf711
What are the appeal or review mechanisms available under the Law of Succession Act?,Law of Succession Act,Law of Succession Act,62 – No grant of administration until citation issued to executor,0.658629894,"When a person who has been appointed by a will as an executor thereof has not renounced the executorship, letters of administration shall not be granted to any other person until a citation has been issued, calling upon the executor to renounce his executorship or apply for a grant of probate of the will: Provided that— (i) when one or more of several executors have proved a will, the court may, on the death of the survivor of those who have proved, grant letters of administration without citing those who have not proved; and (ii) there may be such limited grants of letters of administration in accordance with the provisions of section 54 of this Act as may, in the opinion of the court, be necessitated by any special circumstances.",9af5115aeb6725e852aac430bb65fb4f98ad729a8a0fb52c72edf0fa4d69b571
What is the purpose and scope of the Marriage Act?,Marriage Act,Marriage Act,Preamble – Preamble,0.725005567,﻿ MARRIAGE ACT CAP. 150 An Act of Parliament to amend and consolidate the various laws relating to marriage and divorce and for connected purposes,e9ee1efd152e7f7357dca7eaf631e1149a534355892f396ed2ceccee0ec88b18
Which authority is responsible for administering and enforcing the Marriage Act?,Marriage Act,Marriage Act,50 – Appointment of Registrar and Marriage officers,0.691620201,"(1) There shall be a Registrar of Marriages who shall be appointed by the Cabinet Secretary. (2) The Registrar shall— (a) perform civil marriages; (b) register all marriages; (c) issue marriage certificates for all registered marriages; (d) issue certificates of no impediment to persons who intend to marry and who qualify for such a certificate; (e) determine the rules governing customary marriages; and (f) determine objections of notices to marry. (3) The Registrar may appoint such marriage officers at national and county levels, as may be necessary upon such terms and conditions as may be determined by the Public Service Commission for the purposes of this Act.",4600afa81f272a1ff8d4ff32d27b7bf6fa38482470111c3798bfbce83abb259c
What definitions in the Marriage Act are most critical for compliance?,Marriage Act,Marriage Act,2 – Interpretation,0.704644173,"to a marriage, an intended marriage or a purported marriage, means a spouse in a marriage, or the intended spouse to a marriage or purported spouse in a marriage; ""polygamy"" means the state or practice of a man having more than one wife simultaneously; ""prohibited marriage relationship"" has the meaning assigned to it in section 10; ""Registrar"" means a person appointed under section 50 of this Act; ""spouse"" means a husband or a wife; and ""witness"" means to be present at, to observe, and to attest to the celebration of a marriage by signing ones name to or putting ones mark on a marriage certificate.",769d867b47f691cca105f0fb366cb5746c20a9802ebc4e94df2e8ad7bd31a81e
"What licences, permits, or approvals are required under the Marriage Act?",Marriage Act,Marriage Act,52 – Licensing ministers of faith,0.717838734,"(1) A minister of faith may apply to the Registrar to be appointed as a marriage officer for the purposes of this Act. (2) The Registrar may appoint a minister of faith who makes an application under subsection (1) as a marriage officer. (3) The Registrar shall issue a person appointed as a marriage officer under this section with a license. (4) A person appointed as a marriage officer under this section may only officiate at marriages celebrated according to the traditions of the faith in which the minister of faith serves. (5) The Registrar may cancel a license issued to a person under this section and shall give written reasons for such withdrawal. (6) A licence granted in respect of marriages under any law in operation before the commencement of this Act shall, if the licence has not been cancelled at the commencement of this Act, be deemed to be a licence granted under this section.",0ee36ff033851fe08b2e384f849a243b0671791a2f15ebc77c1ce958a189bb3e
What is the procedure for applying for approvals under the Marriage Act?,Marriage Act,Marriage Act,52 – Licensing ministers of faith,0.708877027,"(1) A minister of faith may apply to the Registrar to be appointed as a marriage officer for the purposes of this Act. (2) The Registrar may appoint a minister of faith who makes an application under subsection (1) as a marriage officer. (3) The Registrar shall issue a person appointed as a marriage officer under this section with a license. (4) A person appointed as a marriage officer under this section may only officiate at marriages celebrated according to the traditions of the faith in which the minister of faith serves. (5) The Registrar may cancel a license issued to a person under this section and shall give written reasons for such withdrawal. (6) A licence granted in respect of marriages under any law in operation before the commencement of this Act shall, if the licence has not been cancelled at the commencement of this Act, be deemed to be a licence granted under this section.",0ee36ff033851fe08b2e384f849a243b0671791a2f15ebc77c1ce958a189bb3e
